block	first_line	last_line	terminator	instructions	valu	vmem	lds	salu	waitcnt	longest_valu_chain	max_vmem_in_flight	max_lgkm_in_flight	vmcnt_arguments	lgkmcnt_arguments
35	819	819	-	1	1	0	0	0	0	1	0	0	-	-
36	821	822	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
37	824	829	-	6	1	0	0	3	2	1	0	1	-	0,0
38	831	833	s_branch	3	0	1	0	2	0	0	0	0	-	-
39	835	836	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
40	838	841	s_cbranch_scc0	4	0	0	0	4	0	0	0	0	-	-
41	843	906	s_branch	64	15	0	0	49	0	5	0	0	-	-
42	908	908	-	1	0	0	0	1	0	0	0	0	-	-
43	910	922	-	13	8	0	0	5	0	3	0	0	-	-
44	924	925	-	2	1	0	0	1	0	1	0	0	-	-
45	927	929	s_cbranch_scc0	3	1	0	0	2	0	1	0	0	-	-
46	931	944	s_cbranch_scc0	14	4	0	0	9	1	4	0	0	-	0
47	946	988	s_cbranch_scc0	43	31	4	0	5	3	10	4	1	1,0	0
48	990	1023	s_branch	34	29	2	0	1	2	10	2	0	1,0	-
49	1025	1025	-	1	0	0	0	1	0	0	0	0	-	-
50	1027	1033	s_cbranch_scc0	7	4	0	0	3	0	4	0	0	-	-
51	1035	1077	s_cbranch_scc0	43	31	4	0	5	3	10	4	1	1,0	0
52	1079	1112	s_branch	34	29	2	0	1	2	10	2	0	1,0	-
53	1114	1114	-	1	0	0	0	1	0	0	0	0	-	-
54	1116	1122	s_cbranch_scc0	7	4	0	0	3	0	4	0	0	-	-
55	1124	1166	s_cbranch_scc0	43	31	4	0	5	3	10	4	1	1,0	0
56	1168	1201	s_branch	34	29	2	0	1	2	10	2	0	1,0	-
57	1203	1203	-	1	0	0	0	1	0	0	0	0	-	-
58	1205	1211	s_cbranch_scc0	7	4	0	0	3	0	4	0	0	-	-
59	1213	1254	s_cbranch_scc0	42	31	4	0	4	3	10	4	1	1,0	0
60	1256	1288	-	33	29	2	0	0	2	10	2	0	1,0	-
61	1290	1291	s_branch	2	0	0	0	2	0	0	0	0	-	-
62	1293	1295	-	3	1	0	0	2	0	1	0	0	-	-
63	1298	1299	-	2	1	0	0	1	0	1	0	0	-	-
64	1301	1302	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
65	1304	1316	s_cbranch_scc0	13	4	0	0	8	1	4	0	0	-	0
66	1318	1360	s_cbranch_scc0	43	31	4	0	5	3	10	4	1	1,0	0
67	1362	1395	s_branch	34	29	2	0	1	2	10	2	0	1,0	-
68	1397	1397	-	1	0	0	0	1	0	0	0	0	-	-
69	1399	1406	s_cbranch_scc0	8	5	0	0	3	0	5	0	0	-	-
70	1408	1449	s_cbranch_scc0	42	31	4	0	4	3	10	4	1	1,0	0
71	1451	1483	-	33	29	2	0	0	2	10	2	0	1,0	-
72	1485	1486	s_branch	2	1	0	0	1	0	1	0	0	-	-
73	1488	1488	-	1	0	0	0	1	0	0	0	0	-	-
74	1490	1491	-	2	1	0	0	1	0	1	0	0	-	-
75	1493	1494	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
76	1496	1508	s_cbranch_scc0	13	4	0	0	8	1	4	0	0	-	0
77	1510	1551	s_cbranch_scc0	42	31	4	0	4	3	10	4	1	1,0	0
78	1553	1585	-	33	29	2	0	0	2	10	2	0	1,0	-
79	1587	1588	s_branch	2	1	0	0	1	0	1	0	0	-	-
80	1590	1593	s_cbranch_scc0	4	0	0	0	4	0	0	0	0	-	-
81	1595	1612	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
82	1614	1630	-	17	9	0	0	8	0	8	0	0	-	-
83	1632	1632	-	1	1	0	0	0	0	1	0	0	-	-
84	1634	1636	s_cbranch_execz	3	0	0	0	3	0	0	0	0	-	-
85	1638	1641	s_cbranch_scc0	4	1	0	1	2	0	1	0	0	-	-
86	1643	1644	-	2	1	0	1	0	0	1	0	0	-	-
87	1646	1647	s_cbranch_execz	2	0	0	0	2	0	0	0	0	-	-
88	1649	1650	-	2	0	0	0	2	0	0	0	0	-	-
89	1652	1653	s_cbranch_scc1	2	0	0	0	2	0	0	0	0	-	-
90	1655	1660	s_cbranch_scc0	6	2	0	0	4	0	1	0	0	-	-
91	1662	1669	-	8	3	0	1	3	1	1	0	1	-	0
92	1672	1673	s_cbranch_scc1	2	0	0	0	2	0	0	0	0	-	-
93	1675	1679	s_branch	5	3	0	0	2	0	2	0	0	-	-
94	1681	1682	-	2	2	0	0	0	0	1	0	0	-	-
95	1684	1685	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
96	1687	1701	-	15	4	0	0	8	3	3	0	1	-	0,0,0
97	1703	1704	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
98	1706	1720	-	15	4	0	0	8	3	3	0	1	-	0,0,0
99	1722	1734	s_branch	13	1	1	0	9	2	1	0	1	-	0,0
100	1736	1736	s_endpgm	1	0	0	0	0	0	0	0	0	-	-
