block	first_line	last_line	terminator	instructions	valu	vmem	lds	salu	waitcnt	longest_valu_chain	max_vmem_in_flight	max_lgkm_in_flight	vmcnt_arguments	lgkmcnt_arguments
35	747	757	s_branch	11	2	0	2	5	2	1	0	2	-	0,0
36	759	759	-	1	0	0	0	1	0	0	0	0	-	-
37	761	762	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
38	764	774	s_branch	11	2	0	2	5	2	1	0	2	-	0,0
39	776	776	-	1	0	0	0	1	0	0	0	0	-	-
40	778	784	s_cbranch_scc0	7	1	1	1	3	1	1	0	1	-	0
41	786	794	-	9	2	0	2	3	2	1	0	2	-	0,0
42	796	797	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
43	799	807	-	9	2	0	2	3	2	1	0	2	-	0,0
44	809	814	s_branch	6	1	1	1	2	1	1	0	1	-	0
45	816	817	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
46	819	822	s_cbranch_scc0	4	0	0	0	4	0	0	0	0	-	-
47	824	887	s_branch	64	15	0	0	49	0	5	0	0	-	-
48	889	889	-	1	0	0	0	1	0	0	0	0	-	-
49	891	907	-	17	14	0	0	3	0	5	0	0	-	-
50	909	910	-	2	1	0	0	1	0	1	0	0	-	-
51	912	913	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
52	915	918	s_cbranch_scc0	4	1	0	0	3	0	1	0	0	-	-
53	920	1046	s_cbranch_scc0	127	99	9	0	9	10	29	9	1	8,7,6,5,4,3,2,1,0	0
54	1048	1151	s_cbranch_scc0	104	88	5	0	6	5	29	5	0	4,3,2,1,0	-
55	1153	1256	s_cbranch_scc0	104	88	5	0	6	5	29	5	0	4,3,2,1,0	-
56	1258	1359	-	102	88	5	0	4	5	29	5	0	4,3,2,1,0	-
57	1361	1362	s_branch	2	1	0	0	1	0	1	0	0	-	-
58	1364	1367	s_cbranch_scc0	4	0	0	0	4	0	0	0	0	-	-
59	1369	1372	s_cbranch_scc0	4	1	0	1	2	0	1	0	0	-	-
60	1374	1376	s_cbranch_scc0	3	0	0	1	2	0	0	0	0	-	-
61	1378	1380	s_cbranch_scc0	3	0	0	1	2	0	0	0	0	-	-
62	1382	1382	-	1	0	0	1	0	0	0	0	0	-	-
63	1384	1386	s_cbranch_execz	3	0	0	0	3	0	0	0	0	-	-
64	1388	1394	s_cbranch_scc0	7	2	0	2	2	1	1	0	1	-	0
65	1396	1401	s_cbranch_scc0	6	1	0	2	2	1	1	0	1	-	0
66	1403	1408	s_cbranch_scc0	6	1	0	2	2	1	1	0	1	-	0
67	1410	1413	-	4	1	0	2	0	1	1	0	1	-	0
68	1415	1417	s_cbranch_execz	3	0	0	0	3	0	0	0	0	-	-
69	1419	1425	s_cbranch_scc0	7	2	0	2	2	1	1	0	1	-	0
70	1427	1432	s_cbranch_scc0	6	1	0	2	2	1	1	0	1	-	0
71	1434	1439	s_cbranch_scc0	6	1	0	2	2	1	1	0	1	-	0
72	1441	1444	-	4	1	0	2	0	1	1	0	1	-	0
73	1446	1448	s_cbranch_execz	3	0	0	0	3	0	0	0	0	-	-
74	1450	1456	s_cbranch_scc0	7	2	0	2	2	1	1	0	1	-	0
75	1458	1463	s_cbranch_scc0	6	1	0	2	2	1	1	0	1	-	0
76	1465	1470	s_cbranch_scc0	6	1	0	2	2	1	1	0	1	-	0
77	1472	1475	-	4	1	0	2	0	1	1	0	1	-	0
78	1477	1479	s_cbranch_execz	3	0	0	0	3	0	0	0	0	-	-
79	1481	1487	s_cbranch_scc0	7	2	0	2	2	1	1	0	1	-	0
80	1489	1494	s_cbranch_scc0	6	1	0	2	2	1	1	0	1	-	0
81	1496	1501	s_cbranch_scc0	6	1	0	2	2	1	1	0	1	-	0
82	1503	1506	-	4	1	0	2	0	1	1	0	1	-	0
83	1508	1510	s_cbranch_execz	3	0	0	0	3	0	0	0	0	-	-
84	1512	1518	s_cbranch_scc0	7	2	0	2	2	1	1	0	1	-	0
85	1520	1525	s_cbranch_scc0	6	1	0	2	2	1	1	0	1	-	0
86	1527	1532	s_cbranch_scc0	6	1	0	2	2	1	1	0	1	-	0
87	1534	1537	-	4	1	0	2	0	1	1	0	1	-	0
88	1539	1542	s_cbranch_execz	4	0	0	0	4	0	0	0	0	-	-
89	1544	1550	s_cbranch_scc0	7	2	0	2	2	1	1	0	1	-	0
90	1552	1558	s_cbranch_scc0	7	2	0	2	2	1	1	0	1	-	0
91	1560	1566	s_cbranch_scc0	7	2	0	2	2	1	1	0	1	-	0
92	1568	1572	-	5	2	0	2	0	1	1	0	1	-	0
93	1574	1575	s_cbranch_execz	2	0	0	0	2	0	0	0	0	-	-
94	1577	1578	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
95	1580	1594	s_branch	15	2	0	2	9	2	1	0	2	-	0,0
96	1596	1596	-	1	0	0	0	1	0	0	0	0	-	-
97	1598	1599	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
98	1601	1615	s_branch	15	2	0	2	9	2	1	0	2	-	0,0
99	1617	1617	-	1	0	0	0	1	0	0	0	0	-	-
100	1619	1630	s_cbranch_scc0	12	1	1	1	8	1	1	0	2	-	0
101	1632	1633	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
102	1635	1645	s_branch	11	2	0	2	5	2	1	0	2	-	0,0
103	1647	1647	-	1	0	0	0	1	0	0	0	0	-	-
104	1649	1650	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
105	1652	1662	s_branch	11	2	0	2	5	2	1	0	2	-	0,0
106	1664	1664	-	1	0	0	0	1	0	0	0	0	-	-
107	1666	1672	s_cbranch_scc0	7	1	1	1	3	1	1	0	1	-	0
108	1674	1675	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
109	1677	1687	s_branch	11	2	0	2	5	2	1	0	2	-	0,0
110	1689	1689	-	1	0	0	0	1	0	0	0	0	-	-
111	1691	1692	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
112	1694	1704	s_branch	11	2	0	2	5	2	1	0	2	-	0,0
113	1706	1706	-	1	0	0	0	1	0	0	0	0	-	-
114	1708	1714	s_cbranch_scc0	7	1	1	1	3	1	1	0	1	-	0
115	1716	1717	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
116	1719	1727	-	9	2	0	2	3	2	1	0	2	-	0,0
117	1729	1730	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
118	1732	1740	-	9	2	0	2	3	2	1	0	2	-	0,0
119	1742	1746	-	5	1	1	1	1	1	1	0	1	-	0
120	1748	1748	s_endpgm	1	0	0	0	0	0	0	0	0	-	-
