block	first_line	last_line	terminator	instructions	valu	vmem	lds	salu	waitcnt	longest_valu_chain	max_vmem_in_flight	max_lgkm_in_flight	vmcnt_arguments	lgkmcnt_arguments
35	684	687	s_cbranch_scc0	4	0	0	0	4	0	0	0	0	-	-
36	689	752	s_branch	64	15	0	0	49	0	5	0	0	-	-
37	754	754	-	1	0	0	0	1	0	0	0	0	-	-
38	756	774	-	19	16	0	0	3	0	5	0	0	-	-
39	776	777	-	2	1	0	0	1	0	1	0	0	-	-
40	779	780	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
41	782	817	s_cbranch_scc0	36	20	4	0	7	5	5	4	1	3,2,1,0	0
42	819	906	s_cbranch_scc0	88	74	3	0	7	4	12	3	1	2,1,0	0
43	908	993	s_cbranch_scc0	86	73	3	0	7	3	12	3	0	2,1,0	-
44	995	1080	s_cbranch_scc0	86	73	3	0	7	3	12	3	0	2,1,0	-
45	1082	1165	-	84	73	3	0	5	3	12	3	0	2,1,0	-
46	1167	1168	s_branch	2	1	0	0	1	0	1	0	0	-	-
47	1170	1173	s_cbranch_scc0	4	0	0	0	4	0	0	0	0	-	-
48	1175	1192	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
49	1194	1211	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
50	1213	1230	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
51	1232	1248	-	17	9	0	0	8	0	8	0	0	-	-
52	1250	1250	-	1	1	0	0	0	0	1	0	0	-	-
53	1252	1252	-	1	1	0	0	0	0	1	0	0	-	-
54	1254	1254	-	1	1	0	0	0	0	1	0	0	-	-
55	1256	1258	s_cbranch_execz	3	0	0	0	3	0	0	0	0	-	-
56	1260	1261	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
57	1263	1274	s_branch	12	1	0	0	9	2	1	0	1	-	0,0
58	1276	1276	-	1	0	0	0	1	0	0	0	0	-	-
59	1278	1279	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
60	1281	1292	s_branch	12	1	0	0	9	2	1	0	1	-	0,0
61	1294	1294	-	1	0	0	0	1	0	0	0	0	-	-
62	1296	1305	s_cbranch_scc0	10	0	1	0	8	1	0	0	1	-	0
63	1307	1308	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
64	1310	1317	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
65	1319	1319	-	1	0	0	0	1	0	0	0	0	-	-
66	1321	1322	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
67	1324	1331	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
68	1333	1333	-	1	0	0	0	1	0	0	0	0	-	-
69	1335	1338	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
70	1340	1341	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
71	1343	1350	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
72	1352	1352	-	1	0	0	0	1	0	0	0	0	-	-
73	1354	1355	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
74	1357	1364	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
75	1366	1366	-	1	0	0	0	1	0	0	0	0	-	-
76	1368	1371	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
77	1373	1374	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
78	1376	1381	-	6	1	0	0	3	2	1	0	1	-	0,0
79	1383	1384	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
80	1386	1391	-	6	1	0	0	3	2	1	0	1	-	0,0
81	1393	1394	-	2	0	1	0	1	0	0	0	0	-	-
82	1396	1396	s_endpgm	1	0	0	0	0	0	0	0	0	-	-
