block	first_line	last_line	terminator	instructions	valu	vmem	lds	salu	waitcnt	longest_valu_chain	max_vmem_in_flight	max_lgkm_in_flight	vmcnt_arguments	lgkmcnt_arguments
35	693	696	s_cbranch_scc0	4	0	0	0	4	0	0	0	0	-	-
36	698	761	s_branch	64	15	0	0	49	0	5	0	0	-	-
37	763	763	-	1	0	0	0	1	0	0	0	0	-	-
38	765	783	-	19	16	0	0	3	0	5	0	0	-	-
39	785	786	-	2	1	0	0	1	0	1	0	0	-	-
40	788	789	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
41	791	826	s_cbranch_scc0	36	20	4	0	7	5	5	4	1	3,2,1,0	0
42	828	918	s_cbranch_scc0	91	75	4	0	7	5	12	4	1	3,2,1,0	0
43	920	1007	s_cbranch_scc0	88	73	4	0	7	4	12	4	0	3,2,1,0	-
44	1009	1096	s_cbranch_scc0	88	73	4	0	7	4	12	4	0	3,2,1,0	-
45	1098	1183	-	86	73	4	0	5	4	12	4	0	3,2,1,0	-
46	1185	1186	s_branch	2	1	0	0	1	0	1	0	0	-	-
47	1188	1191	s_cbranch_scc0	4	0	0	0	4	0	0	0	0	-	-
48	1193	1210	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
49	1212	1229	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
50	1231	1248	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
51	1250	1266	-	17	9	0	0	8	0	8	0	0	-	-
52	1268	1268	-	1	1	0	0	0	0	1	0	0	-	-
53	1270	1270	-	1	1	0	0	0	0	1	0	0	-	-
54	1272	1272	-	1	1	0	0	0	0	1	0	0	-	-
55	1274	1276	s_cbranch_execz	3	0	0	0	3	0	0	0	0	-	-
56	1278	1279	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
57	1281	1292	s_branch	12	1	0	0	9	2	1	0	1	-	0,0
58	1294	1294	-	1	0	0	0	1	0	0	0	0	-	-
59	1296	1297	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
60	1299	1310	s_branch	12	1	0	0	9	2	1	0	1	-	0,0
61	1312	1312	-	1	0	0	0	1	0	0	0	0	-	-
62	1314	1323	s_cbranch_scc0	10	0	1	0	8	1	0	0	1	-	0
63	1325	1326	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
64	1328	1335	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
65	1337	1337	-	1	0	0	0	1	0	0	0	0	-	-
66	1339	1340	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
67	1342	1349	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
68	1351	1351	-	1	0	0	0	1	0	0	0	0	-	-
69	1353	1356	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
70	1358	1359	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
71	1361	1368	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
72	1370	1370	-	1	0	0	0	1	0	0	0	0	-	-
73	1372	1373	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
74	1375	1382	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
75	1384	1384	-	1	0	0	0	1	0	0	0	0	-	-
76	1386	1389	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
77	1391	1392	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
78	1394	1399	-	6	1	0	0	3	2	1	0	1	-	0,0
79	1401	1402	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
80	1404	1409	-	6	1	0	0	3	2	1	0	1	-	0,0
81	1411	1412	-	2	0	1	0	1	0	0	0	0	-	-
82	1414	1414	s_endpgm	1	0	0	0	0	0	0	0	0	-	-
