block	first_line	last_line	terminator	instructions	valu	vmem	lds	salu	waitcnt	longest_valu_chain	max_vmem_in_flight	max_lgkm_in_flight	vmcnt_arguments	lgkmcnt_arguments
35	685	687	s_branch	3	0	1	0	2	0	0	0	0	-	-
36	689	690	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
37	692	695	s_cbranch_scc0	4	0	0	0	4	0	0	0	0	-	-
38	697	760	s_branch	64	15	0	0	49	0	5	0	0	-	-
39	762	762	-	1	0	0	0	1	0	0	0	0	-	-
40	764	778	s_cbranch_execz	15	11	0	0	4	0	5	0	0	-	-
41	780	791	s_branch	12	5	0	0	7	0	1	0	0	-	-
42	792	792	-	1	0	0	0	1	0	0	0	0	-	-
43	795	796	-	2	0	0	0	2	0	0	0	0	-	-
44	798	827	s_cbranch_scc0	30	20	4	0	1	5	5	4	0	3,2,1,0	0
45	829	916	s_cbranch_scc0	88	73	3	0	8	4	12	3	1	2,1,0	0
46	918	1001	s_cbranch_scc0	84	72	3	0	6	3	12	3	0	2,1,0	-
47	1003	1086	s_cbranch_scc0	84	72	3	0	6	3	12	3	0	2,1,0	-
48	1088	1170	s_branch	83	72	3	0	5	3	12	3	0	2,1,0	-
49	1172	1172	-	1	0	0	0	1	0	0	0	0	-	-
50	1174	1176	-	3	2	0	0	1	0	2	0	0	-	-
51	1178	1179	s_cbranch_scc1	2	0	0	0	2	0	0	0	0	-	-
52	1181	1181	-	1	0	0	0	1	0	0	0	0	-	-
53	1183	1187	-	5	4	0	0	1	0	1	0	0	-	-
54	1189	1192	s_cbranch_scc0	4	0	0	0	4	0	0	0	0	-	-
55	1194	1211	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
56	1213	1230	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
57	1232	1249	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
58	1251	1267	-	17	9	0	0	8	0	8	0	0	-	-
59	1269	1269	-	1	1	0	0	0	0	1	0	0	-	-
60	1271	1271	-	1	1	0	0	0	0	1	0	0	-	-
61	1273	1273	-	1	1	0	0	0	0	1	0	0	-	-
62	1275	1277	s_cbranch_execz	3	0	0	0	3	0	0	0	0	-	-
63	1279	1280	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
64	1282	1293	s_branch	12	1	0	0	9	2	1	0	1	-	0,0
65	1295	1295	-	1	0	0	0	1	0	0	0	0	-	-
66	1297	1298	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
67	1300	1311	s_branch	12	1	0	0	9	2	1	0	1	-	0,0
68	1313	1313	-	1	0	0	0	1	0	0	0	0	-	-
69	1315	1324	s_cbranch_scc0	10	0	1	0	8	1	0	0	1	-	0
70	1326	1327	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
71	1329	1336	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
72	1338	1338	-	1	0	0	0	1	0	0	0	0	-	-
73	1340	1341	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
74	1343	1350	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
75	1352	1352	-	1	0	0	0	1	0	0	0	0	-	-
76	1354	1357	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
77	1359	1360	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
78	1362	1369	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
79	1371	1371	-	1	0	0	0	1	0	0	0	0	-	-
80	1373	1374	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
81	1376	1383	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
82	1385	1385	-	1	0	0	0	1	0	0	0	0	-	-
83	1387	1390	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
84	1392	1393	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
85	1395	1400	-	6	1	0	0	3	2	1	0	1	-	0,0
86	1402	1403	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
87	1405	1410	-	6	1	0	0	3	2	1	0	1	-	0,0
88	1412	1413	-	2	0	1	0	1	0	0	0	0	-	-
89	1415	1415	s_endpgm	1	0	0	0	0	0	0	0	0	-	-
