block	first_line	last_line	terminator	instructions	valu	vmem	lds	salu	waitcnt	longest_valu_chain	max_vmem_in_flight	max_lgkm_in_flight	vmcnt_arguments	lgkmcnt_arguments
33	1360	1363	s_branch	4	0	0	0	4	0	0	0	0	-	-
34	1365	1366	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
35	1368	1371	s_cbranch_scc0	4	0	0	0	4	0	0	0	0	-	-
36	1373	1436	s_branch	64	15	0	0	49	0	5	0	0	-	-
37	1438	1438	-	1	0	0	0	1	0	0	0	0	-	-
38	1440	1454	-	15	10	0	0	5	0	3	0	0	-	-
39	1456	1457	-	2	1	0	0	1	0	1	0	0	-	-
40	1459	1461	s_cbranch_scc0	3	1	0	0	2	0	1	0	0	-	-
41	1463	1476	s_cbranch_scc0	14	4	0	0	9	1	4	0	0	-	0
42	1478	1520	s_cbranch_scc0	43	31	4	0	5	3	10	4	1	1,0	0
43	1522	1557	s_cbranch_scc0	36	29	2	0	3	2	10	2	0	1,0	-
44	1559	1594	s_cbranch_scc0	36	29	2	0	3	2	10	2	0	1,0	-
45	1596	1629	s_branch	34	29	2	0	1	2	10	2	0	1,0	-
46	1631	1631	-	1	0	0	0	1	0	0	0	0	-	-
47	1633	1639	s_cbranch_scc0	7	4	0	0	3	0	4	0	0	-	-
48	1641	1683	s_cbranch_scc0	43	31	4	0	5	3	10	4	1	1,0	0
49	1685	1720	s_cbranch_scc0	36	29	2	0	3	2	10	2	0	1,0	-
50	1722	1757	s_cbranch_scc0	36	29	2	0	3	2	10	2	0	1,0	-
51	1759	1792	s_branch	34	29	2	0	1	2	10	2	0	1,0	-
52	1794	1794	-	1	0	0	0	1	0	0	0	0	-	-
53	1796	1802	s_cbranch_scc0	7	4	0	0	3	0	4	0	0	-	-
54	1804	1846	s_cbranch_scc0	43	31	4	0	5	3	10	4	1	1,0	0
55	1848	1883	s_cbranch_scc0	36	29	2	0	3	2	10	2	0	1,0	-
56	1885	1920	s_cbranch_scc0	36	29	2	0	3	2	10	2	0	1,0	-
57	1922	1955	s_branch	34	29	2	0	1	2	10	2	0	1,0	-
58	1957	1957	-	1	0	0	0	1	0	0	0	0	-	-
59	1959	1965	s_cbranch_scc0	7	4	0	0	3	0	4	0	0	-	-
60	1967	2008	s_cbranch_scc0	42	31	4	0	4	3	10	4	1	1,0	0
61	2010	2045	s_cbranch_scc0	36	29	2	0	3	2	10	2	0	1,0	-
62	2047	2082	s_cbranch_scc0	36	29	2	0	3	2	10	2	0	1,0	-
63	2084	2116	-	33	29	2	0	0	2	10	2	0	1,0	-
64	2118	2119	s_branch	2	0	0	0	2	0	0	0	0	-	-
65	2121	2122	-	2	1	0	0	1	0	1	0	0	-	-
66	2124	2125	-	2	1	0	0	1	0	1	0	0	-	-
67	2127	2128	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
68	2130	2142	s_cbranch_scc0	13	4	0	0	8	1	4	0	0	-	0
69	2144	2186	s_cbranch_scc0	43	31	4	0	5	3	10	4	1	1,0	0
70	2188	2223	s_cbranch_scc0	36	29	2	0	3	2	10	2	0	1,0	-
71	2225	2260	s_cbranch_scc0	36	29	2	0	3	2	10	2	0	1,0	-
72	2262	2295	s_branch	34	29	2	0	1	2	10	2	0	1,0	-
73	2297	2297	-	1	0	0	0	1	0	0	0	0	-	-
74	2299	2306	s_cbranch_scc0	8	5	0	0	3	0	5	0	0	-	-
75	2308	2349	s_cbranch_scc0	42	31	4	0	4	3	10	4	1	1,0	0
76	2351	2386	s_cbranch_scc0	36	29	2	0	3	2	10	2	0	1,0	-
77	2388	2423	s_cbranch_scc0	36	29	2	0	3	2	10	2	0	1,0	-
78	2425	2457	-	33	29	2	0	0	2	10	2	0	1,0	-
79	2459	2460	s_branch	2	1	0	0	1	0	1	0	0	-	-
80	2462	2462	-	1	0	0	0	1	0	0	0	0	-	-
81	2464	2465	-	2	1	0	0	1	0	1	0	0	-	-
82	2467	2468	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
83	2470	2482	s_cbranch_scc0	13	4	0	0	8	1	4	0	0	-	0
84	2484	2525	s_cbranch_scc0	42	31	4	0	4	3	10	4	1	1,0	0
85	2527	2562	s_cbranch_scc0	36	29	2	0	3	2	10	2	0	1,0	-
86	2564	2599	s_cbranch_scc0	36	29	2	0	3	2	10	2	0	1,0	-
87	2601	2633	-	33	29	2	0	0	2	10	2	0	1,0	-
88	2635	2636	s_branch	2	1	0	0	1	0	1	0	0	-	-
89	2638	2641	s_cbranch_scc0	4	0	0	0	4	0	0	0	0	-	-
90	2643	2660	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
91	2662	2679	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
92	2681	2698	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
93	2700	2716	-	17	9	0	0	8	0	8	0	0	-	-
94	2718	2718	-	1	1	0	0	0	0	1	0	0	-	-
95	2720	2720	-	1	1	0	0	0	0	1	0	0	-	-
96	2722	2722	-	1	1	0	0	0	0	1	0	0	-	-
97	2724	2726	s_cbranch_execz	3	0	0	0	3	0	0	0	0	-	-
98	2728	2731	s_cbranch_scc0	4	1	0	1	2	0	1	0	0	-	-
99	2733	2736	s_cbranch_scc0	4	1	0	1	2	0	1	0	0	-	-
100	2738	2741	s_cbranch_scc0	4	1	0	1	2	0	1	0	0	-	-
101	2743	2744	-	2	1	0	1	0	0	1	0	0	-	-
102	2746	2747	s_cbranch_execz	2	0	0	0	2	0	0	0	0	-	-
103	2749	2750	-	2	0	0	0	2	0	0	0	0	-	-
104	2752	2753	s_cbranch_scc1	2	0	0	0	2	0	0	0	0	-	-
105	2755	2771	s_cbranch_scc0	17	4	0	0	12	1	1	0	0	-	0
106	2773	2785	-	13	9	0	1	2	1	2	0	1	-	0
107	2787	2788	s_cbranch_scc1	2	0	0	0	2	0	0	0	0	-	-
108	2790	2796	s_branch	7	5	0	0	2	0	2	0	0	-	-
109	2798	2801	-	4	4	0	0	0	0	1	0	0	-	-
110	2803	2804	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
111	2806	2823	-	18	8	0	0	8	2	4	0	1	-	0,0
112	2825	2826	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
113	2828	2845	-	18	8	0	0	8	2	4	0	1	-	0,0
114	2847	2860	s_branch	14	3	1	0	9	1	2	0	1	-	0
115	2862	2862	s_endpgm	1	0	0	0	0	0	0	0	0	-	-
