block	first_line	last_line	terminator	instructions	valu	vmem	lds	salu	waitcnt	longest_valu_chain	max_vmem_in_flight	max_lgkm_in_flight	vmcnt_arguments	lgkmcnt_arguments
33	1081	1081	-	1	0	0	0	1	0	0	0	0	-	-
34	1083	1086	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
35	1088	1096	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
36	1098	1099	-	2	1	0	0	1	0	1	0	0	-	-
37	1101	1102	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
38	1104	1111	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
39	1113	1113	-	1	0	0	0	1	0	0	0	0	-	-
40	1115	1118	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
41	1120	1128	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
42	1130	1131	-	2	1	0	0	1	0	1	0	0	-	-
43	1133	1134	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
44	1136	1143	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
45	1145	1145	-	1	0	0	0	1	0	0	0	0	-	-
46	1147	1150	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
47	1152	1160	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
48	1162	1163	-	2	1	0	0	1	0	1	0	0	-	-
49	1165	1166	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
50	1168	1175	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
51	1177	1177	-	1	0	0	0	1	0	0	0	0	-	-
52	1179	1182	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
53	1184	1191	s_branch	8	2	0	0	4	2	2	0	1	-	0,0
54	1193	1193	-	1	1	0	0	0	0	1	0	0	-	-
55	1195	1196	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
56	1198	1203	-	6	1	0	0	3	2	1	0	1	-	0,0
57	1205	1207	s_branch	3	0	1	0	2	0	0	0	0	-	-
58	1209	1210	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
59	1212	1215	s_cbranch_scc0	4	0	0	0	4	0	0	0	0	-	-
60	1217	1280	s_branch	64	15	0	0	49	0	5	0	0	-	-
61	1282	1282	-	1	0	0	0	1	0	0	0	0	-	-
62	1284	1306	-	23	20	0	0	3	0	5	0	0	-	-
63	1308	1309	-	2	1	0	0	1	0	1	0	0	-	-
64	1311	1312	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
65	1314	1349	s_cbranch_scc0	36	20	4	0	7	5	5	4	1	3,2,1,0	0
66	1351	1438	s_cbranch_scc0	88	74	3	0	7	4	12	3	1	2,1,0	0
67	1440	1525	s_cbranch_scc0	86	73	3	0	7	3	12	3	0	2,1,0	-
68	1527	1612	s_cbranch_scc0	86	73	3	0	7	3	12	3	0	2,1,0	-
69	1614	1699	s_cbranch_scc0	86	73	3	0	7	3	12	3	0	2,1,0	-
70	1701	1786	s_cbranch_scc0	86	73	3	0	7	3	12	3	0	2,1,0	-
71	1788	1873	s_cbranch_scc0	86	73	3	0	7	3	12	3	0	2,1,0	-
72	1875	1960	s_cbranch_scc0	86	73	3	0	7	3	12	3	0	2,1,0	-
73	1962	2045	-	84	73	3	0	5	3	12	3	0	2,1,0	-
74	2047	2048	s_branch	2	1	0	0	1	0	1	0	0	-	-
75	2050	2053	s_cbranch_scc0	4	0	0	0	4	0	0	0	0	-	-
76	2055	2072	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
77	2074	2091	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
78	2093	2110	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
79	2112	2129	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
80	2131	2148	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
81	2150	2167	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
82	2169	2186	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
83	2188	2204	-	17	9	0	0	8	0	8	0	0	-	-
84	2206	2206	-	1	1	0	0	0	0	1	0	0	-	-
85	2208	2208	-	1	1	0	0	0	0	1	0	0	-	-
86	2210	2210	-	1	1	0	0	0	0	1	0	0	-	-
87	2212	2212	-	1	1	0	0	0	0	1	0	0	-	-
88	2214	2214	-	1	1	0	0	0	0	1	0	0	-	-
89	2216	2216	-	1	1	0	0	0	0	1	0	0	-	-
90	2218	2218	-	1	1	0	0	0	0	1	0	0	-	-
91	2220	2222	s_cbranch_execz	3	0	0	0	3	0	0	0	0	-	-
92	2224	2225	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
93	2227	2238	s_branch	12	1	0	0	9	2	1	0	1	-	0,0
94	2240	2240	-	1	0	0	0	1	0	0	0	0	-	-
95	2242	2243	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
96	2245	2256	s_branch	12	1	0	0	9	2	1	0	1	-	0,0
97	2258	2258	-	1	0	0	0	1	0	0	0	0	-	-
98	2260	2269	s_cbranch_scc0	10	0	1	0	8	1	0	0	1	-	0
99	2271	2272	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
100	2274	2281	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
101	2283	2283	-	1	0	0	0	1	0	0	0	0	-	-
102	2285	2286	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
103	2288	2295	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
104	2297	2297	-	1	0	0	0	1	0	0	0	0	-	-
105	2299	2302	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
106	2304	2305	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
107	2307	2314	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
108	2316	2316	-	1	0	0	0	1	0	0	0	0	-	-
109	2318	2319	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
110	2321	2328	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
111	2330	2330	-	1	0	0	0	1	0	0	0	0	-	-
112	2332	2335	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
113	2337	2338	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
114	2340	2347	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
115	2349	2349	-	1	0	0	0	1	0	0	0	0	-	-
116	2351	2352	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
117	2354	2361	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
118	2363	2363	-	1	0	0	0	1	0	0	0	0	-	-
119	2365	2368	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
120	2370	2371	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
121	2373	2380	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
122	2382	2382	-	1	0	0	0	1	0	0	0	0	-	-
123	2384	2385	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
124	2387	2394	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
125	2396	2396	-	1	0	0	0	1	0	0	0	0	-	-
126	2398	2401	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
127	2403	2404	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
128	2406	2413	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
129	2415	2415	-	1	0	0	0	1	0	0	0	0	-	-
130	2417	2418	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
131	2420	2427	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
132	2429	2429	-	1	0	0	0	1	0	0	0	0	-	-
133	2431	2434	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
134	2436	2437	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
135	2439	2446	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
136	2448	2448	-	1	0	0	0	1	0	0	0	0	-	-
137	2450	2451	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
138	2453	2460	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
139	2462	2462	-	1	0	0	0	1	0	0	0	0	-	-
140	2464	2467	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
141	2469	2470	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
142	2472	2477	-	6	1	0	0	3	2	1	0	1	-	0,0
143	2479	2480	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
144	2482	2487	-	6	1	0	0	3	2	1	0	1	-	0,0
145	2489	2490	-	2	0	1	0	1	0	0	0	0	-	-
146	2492	2492	s_endpgm	1	0	0	0	0	0	0	0	0	-	-
