block	first_line	last_line	terminator	instructions	valu	vmem	lds	salu	waitcnt	longest_valu_chain	max_vmem_in_flight	max_lgkm_in_flight	vmcnt_arguments	lgkmcnt_arguments
33	1075	1082	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
34	1084	1084	-	1	0	0	0	1	0	0	0	0	-	-
35	1086	1089	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
36	1091	1099	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
37	1101	1102	-	2	1	0	0	1	0	1	0	0	-	-
38	1104	1105	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
39	1107	1114	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
40	1116	1116	-	1	0	0	0	1	0	0	0	0	-	-
41	1118	1121	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
42	1123	1131	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
43	1133	1134	-	2	1	0	0	1	0	1	0	0	-	-
44	1136	1137	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
45	1139	1146	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
46	1148	1148	-	1	0	0	0	1	0	0	0	0	-	-
47	1150	1153	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
48	1155	1163	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
49	1165	1166	-	2	1	0	0	1	0	1	0	0	-	-
50	1168	1169	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
51	1171	1178	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
52	1180	1180	-	1	0	0	0	1	0	0	0	0	-	-
53	1182	1185	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
54	1187	1194	s_branch	8	2	0	0	4	2	2	0	1	-	0,0
55	1196	1196	-	1	1	0	0	0	0	1	0	0	-	-
56	1198	1199	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
57	1201	1206	-	6	1	0	0	3	2	1	0	1	-	0,0
58	1208	1210	s_branch	3	0	1	0	2	0	0	0	0	-	-
59	1212	1213	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
60	1215	1218	s_cbranch_scc0	4	0	0	0	4	0	0	0	0	-	-
61	1220	1283	s_branch	64	15	0	0	49	0	5	0	0	-	-
62	1285	1285	-	1	0	0	0	1	0	0	0	0	-	-
63	1287	1307	-	21	18	0	0	3	0	5	0	0	-	-
64	1309	1310	-	2	1	0	0	1	0	1	0	0	-	-
65	1312	1313	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
66	1315	1350	s_cbranch_scc0	36	20	4	0	7	5	5	4	1	3,2,1,0	0
67	1352	1441	s_cbranch_scc0	90	74	4	0	7	5	12	4	1	3,2,1,0	0
68	1443	1528	s_cbranch_scc0	86	72	4	0	6	4	12	4	0	3,2,1,0	-
69	1530	1615	s_cbranch_scc0	86	72	4	0	6	4	12	4	0	3,2,1,0	-
70	1617	1702	s_cbranch_scc0	86	72	4	0	6	4	12	4	0	3,2,1,0	-
71	1704	1789	s_cbranch_scc0	86	72	4	0	6	4	12	4	0	3,2,1,0	-
72	1791	1876	s_cbranch_scc0	86	72	4	0	6	4	12	4	0	3,2,1,0	-
73	1878	1963	s_cbranch_scc0	86	72	4	0	6	4	12	4	0	3,2,1,0	-
74	1965	2048	-	84	72	4	0	4	4	12	4	0	3,2,1,0	-
75	2050	2051	s_branch	2	1	0	0	1	0	1	0	0	-	-
76	2053	2056	s_cbranch_scc0	4	0	0	0	4	0	0	0	0	-	-
77	2058	2075	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
78	2077	2094	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
79	2096	2113	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
80	2115	2132	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
81	2134	2151	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
82	2153	2170	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
83	2172	2189	s_cbranch_scc0	18	8	0	0	10	0	8	0	0	-	-
84	2191	2207	-	17	9	0	0	8	0	8	0	0	-	-
85	2209	2209	-	1	1	0	0	0	0	1	0	0	-	-
86	2211	2211	-	1	1	0	0	0	0	1	0	0	-	-
87	2213	2213	-	1	1	0	0	0	0	1	0	0	-	-
88	2215	2215	-	1	1	0	0	0	0	1	0	0	-	-
89	2217	2217	-	1	1	0	0	0	0	1	0	0	-	-
90	2219	2219	-	1	1	0	0	0	0	1	0	0	-	-
91	2221	2221	-	1	1	0	0	0	0	1	0	0	-	-
92	2223	2225	s_cbranch_execz	3	0	0	0	3	0	0	0	0	-	-
93	2227	2228	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
94	2230	2241	s_branch	12	1	0	0	9	2	1	0	1	-	0,0
95	2243	2243	-	1	0	0	0	1	0	0	0	0	-	-
96	2245	2246	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
97	2248	2259	s_branch	12	1	0	0	9	2	1	0	1	-	0,0
98	2261	2261	-	1	0	0	0	1	0	0	0	0	-	-
99	2263	2272	s_cbranch_scc0	10	0	1	0	8	1	0	0	1	-	0
100	2274	2275	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
101	2277	2284	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
102	2286	2286	-	1	0	0	0	1	0	0	0	0	-	-
103	2288	2289	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
104	2291	2298	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
105	2300	2300	-	1	0	0	0	1	0	0	0	0	-	-
106	2302	2305	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
107	2307	2308	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
108	2310	2317	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
109	2319	2319	-	1	0	0	0	1	0	0	0	0	-	-
110	2321	2322	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
111	2324	2331	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
112	2333	2333	-	1	0	0	0	1	0	0	0	0	-	-
113	2335	2338	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
114	2340	2341	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
115	2343	2350	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
116	2352	2352	-	1	0	0	0	1	0	0	0	0	-	-
117	2354	2355	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
118	2357	2364	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
119	2366	2366	-	1	0	0	0	1	0	0	0	0	-	-
120	2368	2371	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
121	2373	2374	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
122	2376	2383	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
123	2385	2385	-	1	0	0	0	1	0	0	0	0	-	-
124	2387	2388	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
125	2390	2397	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
126	2399	2399	-	1	0	0	0	1	0	0	0	0	-	-
127	2401	2404	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
128	2406	2407	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
129	2409	2416	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
130	2418	2418	-	1	0	0	0	1	0	0	0	0	-	-
131	2420	2421	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
132	2423	2430	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
133	2432	2432	-	1	0	0	0	1	0	0	0	0	-	-
134	2434	2437	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
135	2439	2440	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
136	2442	2449	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
137	2451	2451	-	1	0	0	0	1	0	0	0	0	-	-
138	2453	2454	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
139	2456	2463	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
140	2465	2465	-	1	0	0	0	1	0	0	0	0	-	-
141	2467	2470	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
142	2472	2473	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
143	2475	2480	-	6	1	0	0	3	2	1	0	1	-	0,0
144	2482	2483	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
145	2485	2490	-	6	1	0	0	3	2	1	0	1	-	0,0
146	2492	2493	-	2	0	1	0	1	0	0	0	0	-	-
147	2495	2495	s_endpgm	1	0	0	0	0	0	0	0	0	-	-
